brand,Marque,Year,model,modèle,terrain,terrain_fr,cushioning,cushioning_fr,Category,Catégorie,Foot strike,type de foulée,drop_mm,drop_mm,stack_mm,stack_mm_fr,Stack forefoot_mm,Stack avant-pied -mm,weight,poids,Heel rigidity (1–5),Rigidité talon (1–5),Torsional rigidity (1–5),Rigidité torsionnelle (1–5),Wide forefoot_mm,Largeur avant-pied_mm,Midfoot width_mm,Largeur médio-pied_mm,Heel width_mm,Largeur talon_mm,Internal heel high_mm,Hauteur talon interne_mm,Foam type,Type de mousse,Energy return (1–5),Retour d’énergie (1–5),Rocker type,Type de rocker,Longitudinal flexibility (N),Flexibilité longitudinale (N),Torsional flexibility (N),Flexibilité torsionnelle (N),Fit width (subjective),Largeur chaussant (subjectif),stability,stabilité,notes,notes_fr,Price,prix,link 1,link 2,link 3,image_url
Altra,Altra,2022,Torin 6,Torin 6,"Road, Daily running","Route, Course quotidienne",Balanced,Équilibré,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,0,0,"25,1",28,"25,1",28,254,280,2,2,3,3,,,,,,,"25,1",28,midsole foam,midsole foam,4,4,No rocker,Pas de rocker,"29,7","29,7",,,Medium,Moyen,Neutral,Neutre,Very well-cushioned and comfortable,Très bien amortie et très confortable.,,,https://amzn.to/4rd5yYJ,,,https://m.media-amazon.com/images/I/51LcHrzU6nL._AC_SY575_.jpg
Altra,Altra,2022,Olympus 5,Olympus 5,"Trail,Light,Moderate","Sentier,Léger,Modéré",Balanced,Équilibré,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,2,0,33,33,31,33,325,350,3,3,3,3,,,,,,,33,33,Altra EGO MAX,Altra EGO MAX,3,3,No rocker,Pas de rocker,"31,9","31,9",,,wide,large,Neutral with stable platform,Neutre avec plateforme stable,"Max cushion zero-drop trail shoe with Vibram Megagrip outsole, ideal for long distances and technical terrain","Chaussure de trail zero-drop à amorti max avec semelle Vibram Megagrip, idéale pour longues distances et terrains techniques",,,https://amzn.to/4is2rs8,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2489011-chaussures_de_trail_running_altra_olympus_5_orange?suggestion=1&search_term=Olympus%205,https://m.media-amazon.com/images/I/61z71O3r-0L._AC_SY575_.jpg
Mizuno,Mizuno,2024,Wave Horizon 7,Wave Horizon 7,"Road, Daily running","Route, Course quotidienne","Balanced, Moderate","Équilibré, Modéré",Stability,Stabilité,"Heel, Mid/forefoot","Talon, Médio/avant-pied","7,2",8,"39,1",41,"31,9",33,329,334,5,5,4,4,"80,1","80,1",,,,,"39,1",41,"MIZUNO ENERZY, Foam Wave, U4ic","MIZUNO ENERZY, Foam Wave, U4ic",3,3,No rocker,Pas de rocker,"27,3","27,3",,,Medium,Moyen,Maximum stability with Foam Wave plate,Stabilité maximum avec plaque Foam Wave,Premium stability trainer with maximum cushioning and Foam Wave technology for overpronation control,Chaussure de stabilité haut de gamme avec amorti maximum et technologie Foam Wave pour contrôle de la surpronation,,,https://amzn.to/4rAQW5V,,,https://m.media-amazon.com/images/I/61zGl-ZK+NL._AC_SX575_.jpg
Mizuno,Mizuno,2024,Wave Sky 7,Wave Sky 7,"Road, Daily running","Route, Course quotidienne",Balanced,Équilibré,Neutral,Neutre,Heel,Talon,"10,9",8,"40,9",40,30,32,296,303,3,3,4,4,78,78,,,,,"40,9",40,"MIZUNO ENERZY CORE, Smooth Wave Plate","MIZUNO ENERZY CORE, Smooth Wave Plate",4,4,No rocker,Pas de rocker,"28,9","28,9",,,Medium,Moyen,Neutral with Smooth Wave stability,Neutre avec stabilité Smooth Wave,Premium max cushion trainer with dual-layer ENERZY foam and Smooth Wave plate for comfortable long runs,Chaussure haut de gamme à amorti max avec mousse ENERZY double couche et plaque Smooth Wave pour longues sorties confortables,,,https://amzn.to/3LYYGhx,,,https://m.media-amazon.com/images/I/71kLA7drvvL._AC_SX575_.jpg
Mizuno,Mizuno,2024,Wave Rebellion Pro 2,Wave Rebellion Pro 2,"Road,Competition","Route,Compétition","Soft,Moderate","Souple, Modéré",Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"2,1","2,5","37,9",38,"35,8","36,5",209,215,1,1,5,5,"77,6","77,6",,,,,"37,9",38,Enerzy Lite+ PEBA-based foams,Enerzy Lite+ PEBA-based foams,5,5,"Yes, aggressive carbon plate rocker","Oui, rocker plaque carbone agressif","21,7","21,7",,,Medium,Moyen,Neutral with carbon plate stability,Neutre avec stabilité plaque carbone,Elite carbon plated racing shoe with unique wave geometry and ENERZY Lite foam for maximum energy return,"Chaussure de course élite avec plaque carbone, géométrie wave unique et mousse ENERZY Lite pour retour d'énergie maximum",,,https://amzn.to/4iCFVNn,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2850685-chaussures_running_mizuno_wave_rebellion_pro_2_noir_rose_homme?suggestion=1&search_term=Wave%20Rebellion%20Pro%202,https://m.media-amazon.com/images/I/61E2PWBU6AL._AC_SY575_.jpg
Mizuno,Mizuno,2024,Wave Inspire 20,Wave Inspire 20,"Road, Daily running","Route, Course quotidienne","Balanced, Moderate","Équilibré, Modéré",Stability,Stabilité,Heel,Talon,"12,6",12,"37,7","37,5","25,1","25,5",302,305,4,4,4,4,"78,9","78,9",,,,,"37,7","37,5","MIZUNO ENERZY, U4ic, Wave Plate","MIZUNO ENERZY, U4ic, Wave Plate",3,3,No rocker,Pas de rocker,"13,8","13,8",,,Medium,Moyen,Stability with Wave Plate,Stabilité avec Wave Plate,"Reliable stability trainer with Wave Plate technology for overpronation control, comfortable for daily training","Chaussure de stabilité fiable avec technologie Wave Plate pour contrôle de la surpronation, confortable pour entraînement quotidien",,,https://amzn.to/4pmghyc,,,https://m.media-amazon.com/images/I/61L1NYz4MLL._AC_SY575_.jpg
Mizuno,Mizuno,2024,Wave Rebellion Flash 2,Wave Rebellion Flash 2,"Road, Tempo","Route, Tempo","Soft,Moderate","Souple, Modéré",Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"2,9","0,5","35,2",35,"32,3","34,5",239,243,3,3,5,5,"73,3","73,3","94,8","94,8",,,"35,2",35,ENERZY LITE,ENERZY LITE,5,5,"Yes, aggressive carbon plate rocker","Oui, rocker plaque carbone agressif","15,8","15,8",,,Medium,Moyen,Neutral,Neutre,"Elite racing shoe with carbon plate and ENERZY LITE foam, maximum energy return for race day performance","Chaussure de course élite avec plaque carbone et mousse ENERZY LITE, retour d'énergie maximum pour performance en compétition",,,https://amzn.to/4roldVs,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2984829-chaussures_running_mizuno_wave_rebellion_flash_2_vert_homme?suggestion=1&search_term=Wave%20Rebellion%20Flash%202,https://m.media-amazon.com/images/I/61TUgfLvtdL._AC_SY575_.jpg
Mizuno,Mizuno,2024,Wave Sky 8,Wave Sky 8,"Road, Daily running","Route, Course quotidienne","Soft,Moderate","Souple, Modéré",Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied",10,8,"40,7",42,"30,7",34,271,277,3,3,3,3,75,75,97,97,,,"40,7",42,"Enerzy NXT (soft, top layer) + Enerzy","Enerzy NXT (soft, top layer) + Enerzy",4,4,No rocker,Pas de rocker,"14,6","14,6",,,Medium,Moyen,Stable for a max-cushion shoe,Stable pour une chaussure à amorti max,"A max-cushion, comfortable, and stable daily trainer. It features a soft, responsive ride with excellent energy return from the ENERZY foam combo and a smooth transition aided by the Wave Plate. It is on the heavier side but offers a plush, protective feel.","Un modèle quotidien à l'amorti max, confortable et stable. Il offre une sensation de course douce et réactive grâce à la combinaison de mousses ENERZY et une transition fluide aidée par la plaque Wave. Il est relativement lourd mais offre une sensation douce et protectrice.",,,https://amzn.to/4iha7xj,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2850667-chaussures_running_mizuno_wave_sky_8_noir_rose_homme?suggestion=1&search_term=Wave%20Sky%208,https://m.media-amazon.com/images/I/61Qd4vysFkL._AC_SY575_.jpg
Mizuno,Mizuno,2024,Wave Inspire 21,Wave Inspire 21,"Road, Daily running","Route, Course quotidienne","Balanced, Moderate","Équilibré, Modéré",Stability,Stabilité,Heel,Talon,"12,9",12,38,38,"25,1",26,286,140,4,4,3,3,"73,5","73,5","98,4","98,4",,,38,38,ENERZY LITE,ENERZY LITE,3,3,No rocker,Pas de rocker,"14,5","14,5",,,wide,large,Stability with Foam Wave Plate,Stabilité avec plaque Wave en mousse,A reliable stability trainer with a smooth and surprisingly soft ride. The guidance is effective yet unobtrusive. It's a versatile shoe for daily miles but is on the heavier side for its category.,Un modèle stable et fiable avec une foulée douce et étonnamment souple. Le guidage est efficace mais discret. C'est une chaussure polyvalente pour les footings quotidiens mais elle est relativement lourde pour sa catégorie.,,,https://amzn.to/48h6F0S,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2984826-chaussures_running_mizuno_wave_inspire_21_gris_bleu_homme?suggestion=1&search_term=Wave%20Inspire%2021,https://m.media-amazon.com/images/I/719QtzSpZEL._AC_SY575_.jpg
Mizuno,Mizuno,2023,Wave Inspire 19,Wave Inspire 19,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Stability,Stabilité,Heel,Talon,"12,4",12,"38,2",36,"25,8",24,293,303,5,5,3,3,"79,6","79,6",,,,,"38,2",36,"MIZUNO ENERZY, U4ic, Wave Plate","MIZUNO ENERZY, U4ic, Wave Plate",3,3,No rocker,Pas de rocker,"16,1","16,1",,,Medium,Moyen,Stability with Wave Plate,Stabilité avec Wave Plate,"Reliable stability trainer with Wave Plate technology for overpronation control, comfortable for daily training","Chaussure de stabilité fiable avec technologie Wave Plate pour contrôle de la surpronation, confortable pour entraînement quotidien",,,https://amzn.to/4oj1qUD,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2533616-chaussures_de_running_mizuno_wave_inspire_19_bleu_jaune?suggestion=1&search_term=Wave%20Inspire%2019,https://m.media-amazon.com/images/I/61N740ziO+L._AC_SY575_.jpg
Mizuno,Mizuno,2022,Wave Rider 26,Wave Rider 26,"Road, Daily running","Route, Course quotidienne","Soft,Moderate","Souple, Modéré",Neutral,Neutre,Heel,Talon,"11,8",12,"39,2","38,5","27,4","26,5",291,283,5,5,3,3,,,,,,,"39,2","38,5","MIZUNO ENERZY, U4ic, Wave Plate","MIZUNO ENERZY, U4ic, Wave Plate",3,3,No rocker,Pas de rocker,"28,2","28,2",,,Medium,Moyen,Stability with Wave Plate,Stabilité avec Wave Plate,"Classic daily trainer with Wave Plate technology, reliable for everyday running with balanced cushioning","Chaussure quotidienne classique avec technologie Wave Plate, fiable pour running quotidien avec amorti équilibré",,,https://amzn.to/3LQqKUr,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2447509-chaussures_de_running__wave_rider_26_blanc_homme?suggestion=1&search_term=Wave%20Rider%2026,https://m.media-amazon.com/images/I/51Ow9vgKUAL._AC_SY575_.jpg
PUMA,PUMA,2024,Velocity Nitro 3,Velocity Nitro 3,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","9,3",10,"34,8",36,"25,5",26,264,269,3,3,3,3,"70,4","70,4",93,93,,,"34,8",36,NITRO FOAM,NITRO FOAM,3,3,No rocker,Pas de rocker,"14,8","14,8",,,Medium,Moyen,Neutral,Neutre,"Comfortable daily trainer with NITRO FOAM cushioning, reliable for everyday running","Chaussure quotidienne confortable avec amorti NITRO FOAM, fiable pour running quotidien",,,https://amzn.to/4reL0PP,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3027294-chaussures_running_puma_velocity_nitro_3_jaune_homme?suggestion=1&search_term=Velocity%20Nitro%203,https://m.media-amazon.com/images/I/71mS2FMNQNL._AC_SY575_.jpg
PUMA,PUMA,2024,ForeverRun Nitro,ForeverRun Nitro,"Road, Daily running","Route, Course quotidienne","Soft,Moderate","Souple, Modéré",Stability,Stabilité,"Heel, Mid/forefoot","Talon, Médio/avant-pied",10,10,"36,1",36,"26,1",26,274,274,2,2,3,3,"77,9","77,9",,,,,"36,1",36,NITRO (nitrogen-infused )foam,NITRO (nitrogen-infused )foam,3,3,No rocker,Pas de rocker,"12,8","12,8",,,Medium,Moyen,Stability with RunRails,Stabilité avec RunRails,Stability trainer with RunRails guidance system and NITRO FOAM for overpronation control,Chaussure de stabilité avec système de guidage RunRails et mousse NITRO pour contrôle de la surpronation,,,https://amzn.to/4ijthCr,,,https://m.media-amazon.com/images/I/51sQ3y6JBOL._AC_SY675_.jpg
PUMA,PUMA,2024,Magnify Nitro 2,Magnify Nitro 2,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","9,3",10,"37,1",39,"27,8",29,281,286,3,3,4,4,"70,1","70,1","93,3","93,3",,,"37,1",39,NITRO FOAM Elite,NITRO FOAM Elite,3,3,No rocker,Pas de rocker,15,15,,,Medium to wide,Moyen à large,Neutral with stable base,Neutre avec base stable,"Max cushion daily trainer with NITRO FOAM Elite, comfortable for long runs and recovery","Chaussure quotidienne à amorti max avec NITRO FOAM Elite, confortable pour longues sorties et récupération",,,https://amzn.to/4pAfPwJ,,,https://m.media-amazon.com/images/I/71UO2j3jJzL._AC_SY575_.jpg
PUMA,PUMA,2022,Deviate Nitro 2,Deviate Nitro 2,"Road,Tempo","Route,Tempo",Soft,Souple,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"5,6",8,"31,7",38,"26,1",30,257,260,2,2,3,3,75,75,"96,3","96,3",,,"31,7",38,NITRO FOAM,NITRO FOAM,4,4,"Yes, carbon plate rocker","Oui, rocker plaque carbone",,,,,Narrow,Étroit,Neutral with carbon plate stability,Neutre avec stabilité plaque carbone,"Versatile carbon plated trainer with NITRO FOAM, suitable for daily runs and tempo workouts","Chaussure polyvalente avec plaque carbone et mousse NITRO, adaptée pour sorties quotidiennes et séances de tempo",,,https://amzn.to/3MlORKD,,,https://m.media-amazon.com/images/I/71l7Qbzwb7L._AC_SY575_.jpg
PUMA,PUMA,2022,Velocity Nitro 2,Velocity Nitro 2,"Road, Daily running,Tempo","Route, Course quotidienne,Tempo",Balanced,Équilibré,Neutral,Neutre,Heel,Talon,"10,8",10,"35,4","33,5","24,6","23,5",264,257,3,3,2,2,"71,6","71,6",93,93,,,"33,7",36,NITRO FOAM,NITRO FOAM,3,3,No rocker,Pas de rocker,"8,9","8,9",,,Medium,Moyen,Neutral,Neutre,"Comfortable daily trainer with NITRO FOAM cushioning, reliable for everyday running","Chaussure quotidienne confortable avec amorti NITRO FOAM, fiable pour running quotidien",,,https://amzn.to/48aWuuM,,,https://m.media-amazon.com/images/I/51zk9z4024L._AC_SY675_.jpg
Skechers,Skechers,2024,GO RUN Ride 11,GO RUN Ride 11,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"6,5",6,"34,1",38,"27,6",32,285,275,3,3,4,4,"77,4","77,4",,,,,"34,1",38,"HYPER BURST ICE, Goodyear Rubber Outsole","HYPER BURST ICE, Semelle Goodyear",4,4,"Yes, mild rocker","Oui, rocker léger","12,5","12,5",,,Medium,Moyen,Neutral,Neutre,"Versatile daily trainer with HYPER BURST ICE foam, responsive and comfortable for everyday runs","Chaussure quotidienne polyvalente avec mousse HYPER BURST ICE, réactive et confortable pour sorties quotidiennes",,,https://amzn.to/4p0Yptb,,,https://m.media-amazon.com/images/I/81WaTzFDvIL._AC_SX575_.jpg
Salomon,Salomon,2024,Genesis,Genesis,"Trail,Moderate,Technical","Sentier,Modéré,Technical",Balanced,Équilibré,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied",9,8,"33,5",33,"24,5",25,282,275,4,4,3,3,"77,5","77,5","95,5","95,5",,,"33,5",33,"EnergyCell, Optivibe","EnergyCell, Optivibe",3,3,No rocker,Pas de rocker,"12,6","12,6",,,Medium to wide,Moyen à large,Neutral with trail outsole,Neutre avec semelle trail,"Versatile trail runner with balanced cushioning, suitable for various trail conditions and distances","Chaussure de trail polyvalente avec amorti équilibré, adaptée à diverses conditions de sentier et distances",,,https://amzn.to/4reMZUh,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2933687-chaussures_trail_salomon_genesis_noir_bleu_rouge_homme?suggestion=1&search_term=Genesis,https://m.media-amazon.com/images/I/71UvsPmHz0L._AC_SX575_.jpg
Salomon,Salomon,2023,Sense Ride 4,Sense Ride 4,"Trail,Moderate","Sentier,Modéré",Moderate,Modéré,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"7,3",8,"26,5",27,"19,2",19,297,290,,,3,3,,,,,,,"26,5",27,midsole foam,midsole foam,3,3,No rocker,Pas de rocker,31,31,,,Medium,Moyen,Neutral with trail outsole,Neutre avec semelle trail,"Great grip, protective, efficient on climbs, very durable, but needs breaking in and feels stiff","Excellente accroche, protection, très efficace en montée, durable ; nécessite une période de rodage et est un peu rigide.",,,https://amzn.to/43Qz78B,,,https://m.media-amazon.com/images/I/81aliIGF9rL._AC_SX575_.jpg
On,On,2024,Cloudboom Echo 3,Cloudboom Echo 3,"Road,Competition","Route,Compétition",Balanced,Équilibré,Neutral,Neutre,Heel,Talon,"10,2",9,"38,6",37,"28,4",28,225,212,2,2,5,5,"70,4","70,4","92,2","92,2",,,"38,6",37,Helion HF Pebax-based foam,Helion HF Pebax-based foam,5,5,"Yes, aggressive carbon plate rocker","Oui, rocker plaque carbone agressif",22,22,,,Narrow to Medium,Étroit à Moyen,Neutral with carbon plate stability,Neutre avec stabilité plaque carbone,"Elite racing shoe with carbon plate and Helion HF foam, maximum energy return for race day","Chaussure de course élite avec plaque carbone et mousse Helion HF, retour d'énergie maximum pour compétition",,,https://www.i-run.fr/chaussures_homme/Running_c23/On-Running_m154/On-Running-Cloudboom-Echo-3-M_On-Running_fiche_139846.html?utm_source=google&utm_medium=cpc&utm_content=seashopping&utm_campaign=Pmax-CH-Homme-Feedmax-top&utm_id=21489091608&gad_source=1&gad_campaignid=21489093519&gbraid=0AAAAADiM9hfHNZ8JEnXXQvArsErUSXvab&gclid=Cj0KCQiAoZDJBhC0ARIsAERP-F9oM6ymOP_XBQ95B53S4z2ycB0lpyMy7Z3PoRv_D8kRriRZtzlzbgoaArPbEALw_wcB,,,https://m.media-amazon.com/images/I/51v9dHqR7PL._AC_SY575_.jpg
On,On,2024,Cloudrunner 2,Cloudrunner 2,"Road, Daily running","Route, Course quotidienne","Balanced, Moderate","Équilibré, Modéré",Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","8,5",10,"33,6",39,"25,1",29,275,277,5,5,3,3,"72,4","72,4","94,6","94,6",,,"33,6",39,"Helion superfoam, CloudTec","Mousse Helion, CloudTec",3,3,No rocker,Pas de rocker,"18,2","18,2",,,Medium,Moyen,Stability with supportive frame,Stabilité avec cadre de support,"Stability trainer with supportive frame and CloudTec, comfortable for daily runs and overpronation control","Chaussure de stabilité avec cadre de support et CloudTec, confortable pour sorties quotidiennes et contrôle de la surpronation",,,https://amzn.to/4ppflcp,,,https://m.media-amazon.com/images/I/61Fvse6tBRL._AC_SY695_.jpg
On,On,2024,Cloudvista 2,Cloudvista 2,"Trail,Light","Sentier,Léger",Balanced,Équilibré,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,6,5,"31,7",29,"25,7",24,292,309,3,3,4,4,"72,3","72,3","92,8","92,8",,,"31,7",29,"Helion superfoam, CloudTec","Mousse Helion, CloudTec",3,3,"Yes, Pronounced rocker — very curved sole, especially helpful on trails","Oui, Rocker prononcé, semelle très courbée, idéal en trail","14,9","14,9",,,Medium,Moyen,Neutral,Neutre,"Lightweight trail runner with CloudTec® cushioning, suitable for light trails and mixed terrain.","Chaussure de trail légère avec amorti CloudTec®, adaptée pour sentiers légers et terrain mixte.",,,https://amzn.to/4oiMmpH,,,https://m.media-amazon.com/images/I/61x8TzlMPVL._AC_SY575_.jpg
On,On,2024,Cloudultra 2,Cloudultra 2,"Trail,Light","Sentier,Léger","Maximum, Soft","Maximum, Souple",Neutral,Neutre,Heel,Talon,"10,2",6,"30,2",27,20,21,296,295,2,2,2,2,"72,4","72,4","93,4","93,4",,,"30,2",27,"Helion superfoam, CloudTec","Mousse Helion, CloudTec",3,3,No rocker,Pas de rocker,"8,1","8,1",,,Medium to wide,Moyen à large,Neutral with wide platform,Neutre avec plateforme large,"Maximum cushion trail shoe with CloudTec®, designed for long distances and comfort on trails.","Chaussure de trail à amorti max avec CloudTec®, conçue pour longues distances et confort sur sentiers.",,,https://amzn.to/3M1mQIb,,,https://m.media-amazon.com/images/I/71mjtVNE88L._AC_SX575_.jpg
